-0.135846	-0.275508	-0.288092	0.194933	-0.229533	-0.159140	-0.100055	-0.049115	0.067024	0.100593	0.103157	-0.067929	-0.182362	0.139934	0.156534	-0.088910	0.245214	0.002690	-0.296917	-0.134611	0.181341	-0.140907	-0.012552	-0.031599	0.007472	0.201175	0.106550	-0.008585	-0.027113	-0.028950	0.035734	0.112734	0.030117	-0.194293	-0.197888	-0.077005	-0.029297	-0.158743	0.067998	-0.027757	-0.131282	0.023923	-0.075902	-0.028491	0.302576	0.076840	0.136745	0.161846	-0.074098	-0.062087
0.061934	-0.067833	0.179404	-0.191277	0.204723	-0.113076	-0.051369	0.215822	0.237043	-0.219938	0.012477	-0.040415	0.022389	-0.058646	-0.003644	0.248291	-0.139829	-0.074541	-0.216527	-0.100213	-0.116849	-0.040483	-0.123802	0.095219	-0.019201	-0.041582	0.023802	-0.262047	0.019418	-0.062307	-0.289376	-0.160751	0.038270	-0.057413	-0.124513	0.146125	0.073037	-0.412248	0.093064	0.064966	0.010559	-0.113731	0.237142	-0.091440	0.127056	-0.108989	0.008178	0.060439	-0.010632	0.027366
-0.038365	-0.055603	0.207316	-0.096305	0.240597	-0.004590	-0.077209	0.258472	0.175070	-0.072486	0.071026	0.012819	-0.044652	0.000450	0.046889	0.143354	0.157631	-0.039244	-0.184995	-0.096886	-0.054952	-0.160311	-0.220088	0.127453	0.061224	0.037171	0.069950	-0.008438	0.068346	0.021356	-0.327591	-0.150203	-0.004953	-0.183713	-0.179897	0.080336	0.094924	-0.416416	0.061754	0.152167	-0.016274	-0.128761	0.287675	-0.106830	0.060349	-0.170383	0.031573	-0.090495	0.047436	-0.032502
-0.105508	-0.029295	-0.117543	0.036155	0.165439	-0.024736	0.002863	-0.067056	0.449819	-0.028233	0.019479	-0.017246	-0.011974	0.059498	-0.007357	0.126761	0.016001	0.062789	-0.236674	-0.070251	-0.067970	0.002540	-0.102788	0.184018	-0.131279	0.100472	-0.015570	0.084165	0.040194	-0.319869	0.002760	-0.063641	-0.134841	-0.004767	-0.066002	-0.072515	-0.076933	-0.300894	0.045379	0.263911	-0.168316	0.026150	0.291497	-0.218479	-0.083291	-0.103000	0.218227	0.174576	-0.080877	0.006921
-0.078397	-0.029842	0.060180	0.010485	0.197835	0.072460	-0.083898	0.020790	0.305802	-0.094194	0.100378	0.075326	-0.193606	-0.010366	0.037411	0.098886	-0.052226	-0.011440	-0.145299	0.020126	-0.043693	-0.168325	-0.138264	0.137795	-0.193545	0.102054	-0.022221	0.014713	-0.001166	-0.275118	-0.220051	-0.093281	-0.153757	-0.007556	-0.155265	-0.008563	-0.212781	-0.264652	-0.088283	0.204850	-0.205192	0.014091	0.264604	-0.189712	-0.119025	-0.047183	0.288330	0.072453	-0.078322	0.155473
-0.217364	-0.094078	-0.037803	-0.080284	-0.061892	-0.009599	-0.175554	0.365985	0.049195	0.093252	-0.167139	-0.048220	-0.085458	0.093675	-0.045944	0.042134	0.135679	-0.156432	-0.241343	-0.119036	-0.081935	-0.137746	0.074034	0.083233	-0.016256	-0.113047	0.037223	-0.021335	0.167733	-0.151146	-0.259775	-0.109592	-0.006832	-0.079472	-0.382902	0.041225	0.031831	-0.169625	0.121226	0.267295	0.076629	0.007133	0.249787	-0.158560	0.012431	-0.196308	-0.045890	-0.017203	0.015518	0.043065
-0.049843	0.023063	0.040069	0.095070	0.029283	-0.093710	-0.014752	0.192357	0.076070	0.093492	-0.037049	-0.033659	0.003968	0.166504	0.023228	0.234006	-0.065146	-0.045852	-0.230340	-0.046009	0.112001	-0.033673	-0.023814	0.217139	-0.263771	0.083015	-0.061372	0.197889	0.135502	-0.270638	-0.097574	-0.034719	-0.273322	0.032735	-0.166405	-0.137522	0.010710	-0.197820	-0.174405	0.250716	-0.137634	0.001477	0.316359	-0.084463	-0.056118	-0.172529	0.162175	-0.087590	0.103743	0.189885
0.079311	-0.081324	-0.101760	0.094874	0.052357	-0.150923	-0.116187	0.127885	0.268165	-0.033961	-0.174899	0.003899	-0.009367	0.271669	0.025915	0.217521	0.057784	-0.024269	-0.079780	-0.020191	0.063788	0.000149	0.115833	0.238679	-0.203787	-0.030965	-0.126022	0.127154	0.137714	-0.143746	0.033751	-0.091074	-0.149409	0.131646	0.081757	-0.216925	-0.103316	-0.354290	-0.208214	-0.000862	-0.096836	-0.168713	0.181627	0.021460	-0.141341	-0.255252	0.204200	-0.009593	0.075174	-0.035471
-0.177882	-0.111270	0.079149	0.096238	0.086889	-0.163946	0.127662	-0.041466	0.278583	0.068394	0.008877	-0.081614	-0.039833	0.085702	0.012257	0.232549	-0.036919	-0.198152	-0.175473	-0.024901	0.046639	0.047762	-0.201001	0.067768	0.016726	0.106279	-0.176960	-0.067501	0.030232	-0.071014	0.038498	-0.172962	-0.149816	-0.042672	-0.294307	-0.137722	-0.120029	-0.369736	-0.087022	-0.062556	-0.215798	-0.069092	0.275084	-0.148226	-0.062300	-0.155191	0.157721	0.096993	0.112758	0.114605
-0.029388	-0.178401	-0.036167	0.049674	0.262549	-0.065757	0.124802	0.030120	0.353285	-0.138787	0.157884	-0.054319	-0.061599	-0.070690	0.142914	0.101850	0.010887	-0.038128	-0.054348	0.042287	-0.086167	-0.140944	-0.139299	0.088000	-0.035131	0.114209	-0.060159	0.008879	0.043975	-0.284058	-0.046937	-0.168394	-0.101282	0.100380	-0.081460	-0.146054	-0.070540	-0.443075	0.020286	0.112023	-0.200963	0.112361	0.203217	-0.167169	-0.030619	-0.154350	0.098971	0.111451	0.194040	-0.030125
