0.214275	-0.160578	0.124460	0.414934	-0.351693	0.040018	-0.080478	0.030256	-0.333498	0.300709	-0.095874	-0.012421	-0.092864	0.204057	-0.050516	-0.194582	-0.098082	0.167308	-0.368998	0.175010	0.166000	-0.000834	-0.152344	0.141382	0.176450
0.102153	-0.278189	-0.152095	0.022535	-0.175394	-0.181492	-0.005637	-0.154171	-0.378472	0.199276	-0.281990	-0.044616	-0.117099	0.047154	0.052448	-0.204554	0.282458	0.277851	-0.484340	0.041792	-0.026843	-0.110659	0.043829	0.260419	0.004596
0.095798	-0.462131	-0.202460	0.113383	-0.279302	-0.145593	0.092784	-0.105660	-0.139430	0.209183	-0.230353	0.117304	-0.121891	0.335178	-0.072323	-0.060104	-0.072210	0.299618	-0.173516	-0.025299	0.189424	0.021311	0.000520	0.271509	0.320282
-0.067668	-0.195936	0.224176	0.251038	-0.215782	0.134996	-0.294320	-0.161043	-0.429876	-0.165157	0.187514	-0.007274	-0.119576	0.232821	0.083483	-0.203648	-0.047793	0.230952	-0.208630	0.020291	0.074884	0.221349	-0.187627	0.196612	0.272315
0.028584	-0.592497	-0.164242	-0.021676	0.061064	-0.094184	0.019976	-0.190843	-0.300241	-0.001185	-0.019849	-0.206803	-0.113154	0.253221	0.197285	-0.046853	-0.289071	0.227672	-0.280971	0.014521	0.145702	0.056739	-0.080509	0.220551	0.160597
0.209441	-0.337277	0.043909	0.045653	0.020005	0.022775	-0.292834	-0.313222	-0.354198	-0.058043	0.228204	0.118428	-0.053189	0.195671	-0.105766	-0.006293	0.129817	-0.060393	-0.322878	-0.077725	0.228973	0.193370	-0.047565	0.400369	0.152152
0.081640	-0.204772	0.269077	-0.232718	-0.103452	0.039679	0.127111	-0.186609	-0.381400	-0.083170	0.018272	0.135422	-0.144249	0.135296	0.165473	0.083744	0.049209	0.035674	-0.227411	0.265028	0.361443	0.167618	0.047521	0.397465	0.269073
0.159018	-0.540823	0.268044	-0.046720	0.067122	0.006651	-0.317739	-0.004846	0.099781	-0.108734	-0.069540	-0.081185	-0.019967	0.211471	0.139739	0.114495	0.203148	0.088492	-0.328941	0.027365	-0.050966	0.314498	-0.205319	0.198849	0.224605
-0.044321	-0.120671	0.148815	-0.163545	-0.125924	-0.147779	-0.341032	-0.152622	-0.307306	-0.097941	-0.217659	0.136917	0.054000	0.212057	0.237193	-0.236645	0.213406	0.102911	-0.346578	-0.069043	0.235314	-0.064109	-0.138821	0.227857	0.339565
0.124429	-0.331250	0.043075	-0.052207	-0.137651	0.105004	-0.038497	0.005248	-0.202678	-0.257872	0.347727	0.019119	-0.198476	0.088623	0.364032	-0.151921	0.117847	0.317006	-0.178066	0.125429	0.301854	0.275699	-0.046167	0.169465	0.217319
0.156171	-0.326368	0.091336	-0.107665	-0.016507	-0.034399	0.070499	-0.036280	-0.228826	-0.264286	-0.129478	-0.075025	-0.272259	0.086001	0.131568	0.046523	0.024916	0.142081	-0.163464	-0.045180	0.531928	0.202833	-0.231750	0.300102	0.279988
0.145487	-0.312089	0.014030	0.287562	-0.147083	0.123940	-0.105462	-0.196772	-0.365550	0.313975	0.013100	-0.016915	-0.263120	0.367541	-0.042297	0.000238	0.003231	-0.126990	-0.410568	0.001864	0.120850	-0.093885	-0.048035	0.234943	0.085479
0.168860	-0.276936	-0.161845	0.154208	-0.374472	-0.104432	-0.052177	-0.013254	-0.323599	-0.048749	-0.159719	-0.013348	-0.057740	0.123994	0.028403	-0.037083	0.118562	0.356042	-0.391208	-0.069769	0.329165	-0.153203	-0.186380	0.267665	0.013289
0.045485	-0.371454	-0.138565	0.101001	-0.181640	-0.032839	-0.106917	-0.242707	-0.304894	0.081783	-0.260412	-0.052710	0.006133	0.264876	0.049884	-0.203437	-0.014617	0.255056	-0.439546	-0.051869	0.054011	-0.032244	0.043888	0.417701	0.017714
-0.007091	-0.335014	-0.182212	0.118432	-0.041840	-0.116940	0.003561	-0.283364	-0.266071	0.290579	-0.274019	-0.061738	-0.046240	0.035682	0.024741	-0.158289	0.075642	0.186037	-0.304435	-0.012102	0.351543	0.034626	-0.195115	0.361135	0.234775
0.102596	-0.500011	-0.240631	0.223465	-0.060181	0.118699	-0.239554	-0.048793	-0.205707	-0.136264	0.066124	-0.184356	-0.183730	0.145629	0.106139	-0.044195	0.071287	0.328114	-0.104352	-0.040552	0.212861	0.156906	-0.194757	0.204403	0.334372
-0.035617	-0.493170	0.074524	-0.079307	-0.176542	-0.097601	-0.030623	-0.289843	-0.164007	0.064402	-0.229520	0.086471	-0.074239	0.148065	0.280710	-0.100830	-0.010214	0.318604	-0.236232	0.322517	-0.019401	0.047901	-0.075620	0.266955	0.263326
-0.022099	-0.317466	-0.002715	0.027050	0.063073	-0.250260	0.000427	-0.486234	-0.190012	0.207437	-0.006904	0.007507	-0.002909	0.317129	0.073748	-0.089093	0.167131	-0.056480	-0.361988	0.163677	0.195086	0.001672	-0.370446	0.184822	0.057991
0.072603	-0.345288	0.249152	0.014579	0.065396	-0.022436	-0.039549	-0.361608	-0.190171	-0.015336	-0.072654	-0.109547	-0.184914	0.072190	0.060276	-0.316722	0.165216	0.158012	-0.363288	0.094382	0.223819	0.351450	-0.020905	0.310073	0.125446
0.093162	-0.381100	0.030161	-0.174062	-0.183414	-0.141992	0.016853	-0.048219	-0.221302	0.009491	-0.066347	-0.050511	-0.130335	0.273157	-0.007548	0.038388	-0.037872	0.141400	-0.522146	0.174213	0.272234	0.167159	-0.056970	0.412352	0.097803
0.122537	-0.451514	-0.192627	-0.052683	-0.196090	-0.106552	-0.193125	-0.304207	-0.136543	-0.028410	-0.072735	0.110991	-0.275933	0.067814	0.191558	-0.073292	-0.024353	0.162459	-0.357843	0.161185	0.052019	0.117196	-0.046655	0.441300	0.085733
0.096751	-0.349033	-0.043222	-0.012223	-0.441806	-0.170483	-0.113180	-0.144424	-0.174824	0.073299	-0.305918	0.135787	-0.016122	-0.043658	-0.052403	-0.113982	-0.028910	0.307001	-0.261910	0.210639	0.127911	0.019449	-0.179065	0.430704	0.025438
