0.095600	0.026427	-0.019946	-0.058663	-0.042333	0.080435	-0.054367	0.107361	0.181224	-0.170807	0.049707	0.012538	0.122369	0.276897	-0.102991	0.074311	0.144846	-0.222843	0.089457	-0.026140	0.026271	-0.003217	0.225447	-0.025728	0.143255	-0.183454	0.035327	-0.148249	0.060115	0.052408	-0.063793	-0.028881	0.064950	0.137974	-0.059726	-0.041426	0.095087	0.007414	-0.022626	-0.255619	0.016775	0.037325	-0.018016	-0.061129	0.001398	-0.069164	0.055267	-0.118905	-0.013076	-0.084649	0.069708	-0.106679	0.057955	-0.130666	0.079600	-0.011220	-0.108075	-0.040270	0.002506	0.075253	0.095920	-0.067271	-0.152772	0.085165	-0.032059	0.074486	0.119579	0.024746	-0.020793	0.112336	-0.027568	0.085940	-0.043959	0.117241	-0.116508	0.033105	0.191499	-0.071667	-0.044402	0.087419	0.198113	0.188508	0.001963	0.154743	-0.078072	0.013594	0.041087	0.058662	-0.038890	-0.017732	-0.053289	-0.050973	-0.154662	0.022179	-0.137962	-0.073477	0.153926	-0.014270	0.040555	-0.098822
0.038239	-0.021325	-0.000553	0.060095	0.264222	0.044483	-0.015915	0.047718	0.085329	0.117866	0.002274	0.013527	0.037969	0.328447	-0.097121	-0.003166	0.210631	-0.036233	0.020933	0.087239	0.069151	0.080886	0.154077	-0.018568	0.191557	0.011424	0.121020	0.101985	0.054682	-0.022597	-0.156893	0.008799	0.133094	0.143451	0.045650	0.075658	0.008105	-0.077366	-0.011502	0.008745	0.028935	0.034704	-0.044474	0.180041	-0.039728	0.040985	-0.033367	0.155762	0.019318	-0.069218	0.100001	-0.104666	-0.022970	0.022836	-0.068231	0.053209	-0.102765	-0.122939	-0.053079	0.154428	0.103144	-0.164419	-0.170994	0.105583	-0.058015	0.105196	0.124974	0.039896	-0.025902	0.141427	-0.070208	0.173261	-0.039789	0.058052	-0.007996	0.025326	0.200064	-0.045386	-0.239934	0.000780	0.063610	0.133527	-0.016832	0.151434	-0.107924	-0.036158	-0.070793	-0.021188	0.021695	-0.025387	-0.097158	0.013285	-0.107551	-0.172341	-0.012486	-0.031800	0.061492	-0.048124	0.016488	0.052190
0.098910	0.000732	0.058202	-0.037881	0.072221	0.082505	-0.082439	0.031130	0.164347	-0.009635	0.153785	-0.123627	0.024419	0.150539	0.006699	-0.018322	0.099724	0.018593	0.005406	0.079748	0.096600	0.045017	0.173783	-0.041695	0.223958	-0.024717	-0.070261	0.017412	0.052578	0.000025	-0.083823	0.039988	0.219643	0.150022	-0.047651	0.031253	-0.080208	-0.068768	0.105893	0.038966	0.051603	-0.020679	-0.016870	0.151698	0.267686	-0.004458	-0.025458	0.237541	0.129260	-0.110027	0.043579	-0.242935	0.000957	-0.045186	-0.114058	0.020065	-0.124614	-0.150264	0.070081	0.079019	0.098590	-0.105206	0.047488	-0.072167	-0.050396	0.147357	0.038077	-0.044134	-0.070249	0.092824	-0.004775	0.292371	0.050224	-0.079396	0.031148	-0.151646	0.025060	-0.058401	0.021229	-0.066517	0.156669	0.058124	-0.024280	0.146762	-0.136743	0.005563	0.100613	-0.035877	0.067884	-0.012101	0.069990	0.074639	-0.138922	0.054274	0.117563	0.081489	-0.003521	-0.071143	0.032128	-0.013645
-0.043560	-0.019421	-0.059445	0.016176	-0.018264	0.065988	0.057096	0.077759	0.129388	-0.132577	0.172225	-0.001088	0.147805	0.392016	-0.030407	0.049249	0.063341	-0.331502	-0.001353	0.021700	0.118761	0.019207	0.027841	0.153228	0.012965	-0.139304	0.031144	-0.000794	0.047747	0.243975	-0.062814	0.070394	0.068251	0.046864	0.115972	0.148636	-0.039586	-0.122953	0.037381	-0.041369	-0.042364	-0.067705	0.067816	-0.190846	0.053806	0.021212	0.116965	0.110777	-0.004753	-0.072048	0.015080	-0.051275	0.114236	-0.125404	0.082259	-0.115689	-0.160339	0.043556	-0.036985	0.012302	0.074554	-0.002046	-0.023214	-0.085073	0.038164	-0.059805	0.119012	0.061763	0.015412	-0.029316	0.008235	-0.029845	-0.027001	0.012948	0.192564	0.077008	0.027261	-0.010204	-0.128631	0.026583	0.059155	-0.008012	-0.148941	0.083864	-0.098631	0.079342	-0.122291	-0.007231	-0.026900	-0.034435	-0.168613	0.018834	-0.125749	-0.050022	-0.079913	-0.134784	0.126006	0.101688	0.058050	0.018602
-0.061330	0.096235	0.084416	0.122490	0.008497	-0.120805	0.048354	0.077603	0.244841	0.031054	-0.043042	0.019924	0.069003	0.308909	0.138344	-0.135784	0.254838	-0.044065	0.055568	0.067979	0.149215	0.190026	-0.044581	-0.060617	0.114668	-0.046990	-0.115588	-0.053994	0.216956	0.081527	0.007811	0.112302	0.197832	0.198572	0.046532	0.062168	0.000467	-0.000925	0.050707	-0.100307	0.060876	-0.202815	0.051889	0.046882	-0.039100	-0.067749	0.077256	0.018674	0.036092	-0.048310	0.113165	-0.086435	-0.015236	-0.098647	0.148357	-0.031543	0.013184	0.067844	-0.017416	0.036167	-0.059038	-0.086551	-0.029210	0.040473	-0.142908	-0.073186	0.109313	0.001422	-0.028508	0.035042	0.010511	0.163803	-0.100656	-0.011910	0.109065	-0.030306	0.016354	-0.127295	-0.141845	-0.068579	0.004720	0.140575	-0.020909	0.018495	-0.144265	-0.025217	-0.095425	-0.068879	0.119873	-0.035668	-0.173613	0.068810	-0.073984	-0.000053	-0.053223	0.024634	-0.054036	-0.077458	-0.109251	-0.029458
0.055133	0.090908	-0.113560	0.040413	0.130301	0.121258	0.019968	-0.015431	0.277829	0.114876	-0.004438	0.055502	-0.004260	0.234031	-0.001678	-0.065838	0.121926	-0.030893	0.075847	0.028774	0.102520	-0.067646	-0.099248	-0.043008	0.030626	-0.052231	0.041132	-0.030818	-0.048109	-0.022984	-0.154570	-0.026205	0.112317	-0.084934	0.210108	-0.162672	-0.055528	-0.037725	-0.006306	-0.052029	-0.095951	-0.028155	0.014790	-0.103292	-0.001890	-0.023726	0.167210	0.098101	0.046967	-0.051520	-0.004050	-0.200596	0.010996	0.002134	0.036449	0.194514	-0.147531	0.004616	0.122614	0.125321	0.133906	-0.103091	0.155418	-0.056916	0.017573	0.041729	0.111268	0.069791	-0.047298	-0.081601	0.029443	0.050937	-0.014490	-0.081190	0.263758	-0.004196	-0.120178	-0.130351	-0.169619	0.006485	0.103524	-0.020636	0.099442	0.002084	-0.299326	0.122536	-0.072309	-0.046426	0.079283	0.004181	-0.003351	-0.010100	-0.031751	-0.085585	-0.137446	-0.054065	0.097747	-0.070309	-0.031634	-0.057641
-0.084280	-0.000719	-0.080140	0.041790	0.000196	0.041401	0.041955	-0.180557	0.103001	-0.159087	0.139075	-0.106726	0.018090	0.214310	0.069602	0.050266	0.177843	-0.148866	-0.024731	0.164341	0.108784	-0.050673	-0.252264	0.052422	0.047914	0.058808	-0.017145	0.075516	0.065829	0.043877	-0.087987	0.101547	0.043275	-0.032831	0.133109	0.026613	-0.041525	-0.190765	-0.020386	0.067209	-0.010704	-0.019648	-0.105198	-0.027944	-0.065410	0.055125	0.141745	0.011434	0.174379	-0.187751	-0.073261	-0.030754	0.204675	-0.025770	-0.021691	0.085318	-0.123733	-0.062386	0.036315	0.100144	0.156212	-0.019503	0.014933	-0.110058	0.069437	-0.034716	0.124248	0.149897	-0.096206	-0.058821	-0.131107	0.009107	-0.054677	-0.020901	0.254115	0.032917	0.058222	-0.008640	-0.146480	0.106123	0.020062	0.136750	-0.007547	0.006066	-0.036956	-0.012464	0.020982	-0.104155	-0.085550	-0.184250	-0.123998	0.148188	0.047781	-0.124359	-0.004438	-0.046002	0.152231	0.042552	0.013958	0.031593
-0.026949	-0.087994	-0.051604	0.064818	0.032426	-0.106407	0.018808	0.081789	0.030872	-0.176635	0.088869	-0.002859	0.090081	0.238868	0.092403	0.015146	0.080870	-0.101170	-0.009032	0.143065	0.025467	0.118920	-0.034052	0.154777	0.165304	0.064795	-0.084483	0.145055	-0.001542	0.065362	-0.242780	0.013075	-0.015525	0.181305	-0.023293	0.048836	0.095891	-0.149786	-0.218914	-0.065927	-0.055253	0.015656	-0.039627	0.052611	0.078288	0.021808	0.305798	-0.021885	-0.057342	-0.152083	-0.198406	-0.081156	-0.003633	-0.105223	0.003246	-0.154196	-0.096311	0.011432	-0.026374	-0.100405	0.131109	0.171881	0.092108	0.006043	0.033784	-0.008402	0.034213	0.009234	-0.097332	-0.005956	0.011646	-0.088948	-0.078971	-0.028685	0.173851	-0.138409	0.054463	-0.139153	-0.065166	0.011218	0.043253	-0.077868	-0.053820	-0.090510	-0.100775	-0.050606	-0.013495	0.010929	-0.035575	-0.057507	-0.081054	0.065230	-0.134016	-0.077221	0.107034	-0.040805	0.150027	0.142761	0.020652	-0.095476
-0.012502	0.009224	0.081710	0.008600	0.006321	0.029533	-0.011919	-0.102128	0.054035	-0.217380	0.089276	-0.125583	0.070407	0.230196	0.039934	-0.049322	0.015800	-0.070746	-0.065256	0.131150	0.125032	0.107213	-0.190033	0.034787	0.161528	0.040084	0.047000	0.128036	0.116619	-0.013937	-0.087299	-0.056291	0.234156	0.127609	0.114236	0.086170	0.101504	-0.063861	-0.118279	0.055630	-0.048880	0.058244	0.010108	-0.000990	0.039833	0.002983	-0.014120	0.192519	0.140283	-0.118435	-0.194758	-0.042627	-0.004669	-0.213347	0.022678	0.016052	-0.151989	0.056817	-0.104753	0.093029	0.268500	-0.020548	-0.030404	-0.066142	-0.056205	0.117284	0.184865	0.018782	-0.185945	0.052723	-0.089835	-0.081656	-0.012700	0.075284	0.096162	0.014510	0.077597	-0.074255	-0.085194	0.054263	-0.044384	0.138523	-0.032105	0.076221	-0.063254	0.077109	-0.151603	-0.006046	-0.049561	-0.040702	-0.086095	0.130644	-0.005843	-0.018776	-0.009591	-0.078821	0.147195	-0.105690	-0.038588	0.033441
-0.211437	-0.053230	-0.017735	0.008743	-0.056094	-0.067649	0.108795	-0.011856	0.120829	-0.106194	0.108467	-0.032105	-0.059621	0.240953	0.117796	-0.064319	0.184179	-0.083697	0.092356	0.108789	0.159091	-0.034760	0.074119	0.149214	0.025485	-0.145021	-0.056090	-0.133322	0.029451	0.085663	-0.201661	-0.028229	-0.082721	-0.003728	0.135375	0.054955	-0.112016	-0.156580	-0.106434	0.129092	-0.150665	-0.150339	0.113971	-0.018447	0.016216	-0.142205	0.054629	0.057813	0.051090	-0.119811	-0.148166	-0.088982	0.097326	-0.021740	0.055331	0.074926	-0.150364	0.071049	-0.088059	-0.066665	0.061287	-0.036958	0.085854	-0.075177	-0.044076	0.091636	0.128074	-0.052636	-0.038852	-0.145398	-0.026591	0.137363	-0.030404	-0.011474	0.074398	0.080901	0.083629	-0.034774	-0.134651	0.013154	0.072258	0.102987	-0.042853	0.229335	-0.178235	0.116384	-0.051400	0.052750	0.093547	-0.057435	-0.186343	-0.018445	-0.099432	0.014236	0.087701	0.012381	-0.056231	0.049963	0.030099	-0.008989
