0.273766	-0.096868	-0.125730	0.116807	-0.129721	0.238875	-0.171817	0.061188	-0.139487	0.394636	0.048799	-0.232284	-0.307968	-0.027688	-0.058794	-0.006874	-0.268227	-0.240410	-0.326587	0.234329	0.118414	-0.074221	0.049899	0.332570	-0.156466
-0.024555	-0.244351	-0.314219	0.061745	0.193405	0.170476	-0.189419	0.054304	-0.113763	0.280114	-0.066201	-0.096564	-0.032964	-0.048128	-0.002898	0.066445	-0.186516	0.288277	0.103785	0.111365	0.101153	0.222361	-0.285074	0.573979	-0.086299
-0.040529	-0.298093	-0.503575	0.273279	-0.146236	0.061270	-0.043406	-0.038822	-0.050622	0.080291	0.005531	0.265944	-0.101147	0.182691	0.014873	-0.084437	-0.314644	0.083422	-0.036464	-0.205086	-0.058108	0.223328	-0.092876	0.386608	0.247551
-0.265480	0.190136	0.098040	0.318528	-0.437916	0.222581	-0.390325	-0.102461	-0.101970	0.086062	0.124247	-0.109981	0.062999	0.062921	0.243828	-0.204509	-0.071645	0.268805	-0.179997	0.072032	0.170681	-0.045499	-0.012818	0.262491	0.091355
-0.186120	0.006286	-0.284526	0.097562	0.247346	0.212800	-0.341972	-0.278784	-0.090529	0.107085	0.068398	-0.259000	-0.208426	-0.021922	0.103769	0.146362	-0.276078	0.135852	-0.094174	0.072903	0.239780	0.431139	-0.080739	0.217288	0.014730
0.027976	0.043469	-0.154810	0.244803	0.070524	0.382103	-0.170391	0.049076	0.184534	-0.063908	-0.227295	-0.057494	0.022757	0.461672	0.076431	0.132319	0.138645	0.233625	-0.187488	0.096347	0.008639	-0.034605	0.184601	0.182171	0.462738
-0.087723	0.210768	-0.046373	0.004667	-0.229026	0.301631	-0.071929	-0.298518	-0.132336	-0.016648	-0.045570	-0.044523	-0.129362	0.150410	0.364767	-0.224975	0.356792	0.375701	-0.104703	-0.089345	0.131883	0.241371	-0.180183	0.142232	0.217641
0.135102	-0.056576	-0.044459	0.160745	-0.072885	0.095995	-0.410379	0.079032	-0.141067	0.165192	0.038659	-0.238929	0.013752	-0.087181	0.028332	0.088238	0.040936	0.124251	-0.223523	0.000703	0.047458	0.232036	-0.446635	0.083883	0.556516
-0.133261	-0.306789	-0.079050	-0.183632	0.135345	0.213867	-0.586010	-0.055144	-0.213505	0.087050	0.161662	0.093303	0.123912	0.053653	0.273558	0.037405	0.039385	0.227021	-0.206675	-0.106415	0.108686	0.203913	0.025221	0.237258	0.194242
-0.171113	0.014854	-0.137108	0.011271	-0.066780	0.050944	-0.311473	-0.024407	-0.163753	0.004524	0.286249	-0.454508	0.055154	0.210098	0.273867	-0.033787	-0.074220	0.436648	-0.035802	0.287582	0.015019	0.328932	-0.074084	0.091564	0.076021
